square-okhttp-400993798,okhttp3.CallTest#connectTimeoutsAttemptsAlternateRoute
brianfrankcooper-YCSB-334968079,com.yahoo.ycsb.measurements.exporter.TestMeasurementsExporter#testJSONArrayMeasurementsExporter
tananaev-traccar-64783123,org.traccar.protocol.CastelProtocolDecoderTest#testDecode
languagetool-org-languagetool-393031702,org.languagetool.rules.spelling.hunspell.HunspellRuleTest#testRuleWithFrench 
swagger-api-swagger-core-390509591,io.swagger.PojosTest#testEqualsAndHashcodes
raphw-byte-buddy-140517155,net.bytebuddy.dynamic.ClassFileLocatorForClassLoaderTest#testReadTypeBootstrapClassLoader
SonarSource-sonar-java-297969373,org.sonar.java.bytecode.se.MethodLookupTest#lookup_method_from_superclass 
orbit-orbit-237244974,cloud.orbit.actors.extensions.test.ConstructionTest#testDefaultConstruction
atomix-atomix-298262068,io.atomix.primitives.leadership.impl.RaftLeaderElectorServiceTest#testSnapshot
ImmobilienScout24-deadcode4j-131735009,de.is24.deadcode4j.analyzer.A_LogbackXmlAnalyzer#shouldParseLogbackFiles
SonarSource-sonar-java-382233150,org.sonar.plugins.java.JavaRulesDefinitionTest#debug_rules 
junkdog-artemis-odb-71816517,com.artemis.SubscriptionListenerTest#entity_components_changed_by_edit_and_transmuter_test 
atomix-atomix-327016006,io.atomix.protocols.raft.RaftTest#testFourNodeSequentialEvent
openpnp-openpnp-213669200,SampleJobTest#testSampleJob
tananaev-traccar-192220170,org.traccar.protocol.WatchProtocolDecoderTest#testDecode
fayder-restcountries-154683750,fayder.restcountries.v1.CountryServiceTest#getByCurrency 
raphw-byte-buddy-123642634,net.bytebuddy.asm.AdviceTest#testObjectProperties
fayder-restcountries-207869551,fayder.restcountries.v2.CountryServiceTest#getByCapital
SonarSource-sonar-java-382233209,org.sonar.plugins.java.JavaRulesDefinitionTest#debug_rules 
raphw-byte-buddy-95795967,net.bytebuddy.dynamic.ClassFileLocatorAgentBasedTest#testExplicitLookup
winder-Universal-G-Code-Sender-243265926,com.willwinder.universalgcodesender.AbstractControllerTest#testJogMachine
NitorCreations-nflow-197273837,io.nflow.engine.internal.dao.WorkflowInstanceDaoTest#fakePostgreSQLinsertWorkflowInstance 
swagger-api-swagger-core-395465873,io.swagger.properties.ArrayPropertyDeserializerTest#testArrayDeserialization
nutzam-nutz-90868641,org.nutz.dao.test.normal.BinaryDaoTest#test_clob
Adobe-Consulting-Services-acs-aem-commons-374231969,com.adobe.acs.commons.mcp.impl.processes.asset.UrlAssetImportTest#testImportFile
SpigotMC-BungeeCord-130330788,net.md_5.bungee.ThrottleTest#testThrottle
fayder-restcountries-152161308,fayder.restcountries.v1.CountryServiceTest#getByCurrency
square-okhttp-93618854,com.squareup.okhttp.OkUrlFactoryTest#noneResponseSourceHeaders
Adobe-Consulting-Services-acs-aem-commons-374231978,com.adobe.acs.commons.mcp.impl.processes.asset.UrlAssetImportTest#testImportFile
winder-Universal-G-Code-Sender-172454077,com.willwinder.universalgcodesender.GrblControllerTest#testResumeStreaming 
square-okhttp-99350732,okhttp3.ConnectionPoolTest#inUseConnectionsNotEvicted 
yamcs-yamcs-186324159,org.yamcs.xtceproc.XtceDbFactoryTest#testInstantiation
raphw-byte-buddy-363671490,net.bytebuddy.benchmark.ClassByExtensionBenchmarkTest#testByteBuddyWithProxiesClassCreationCached
swagger-api-swagger-core-75008929,io.swagger.ModelSerializerTest#deserializeModelWithReadOnlyProperty
SonarSource-sonar-java-352869330,org.sonar.java.checks.CheckListTest#rules_targeting_tests_should_have_tests_tag
openpnp-openpnp-125418519,BasicJobTest#testSimpleJob 
tananaev-traccar-255051211,org.traccar.protocol.MegastekProtocolDecoderTest#testDecode
mybatis-mybatis-3-117115624,org.apache.ibatis.binding.BindingTest#setup
charite-jannovar-249719464,de.charite.compbio.jannovar.cmd.annotate_vcf.JannovarAnnotateVCFInheritanceTest#testAnnotateAD
SynBioDex-libSBOLj-88818413,org.sbolstandard.core2.SBOLDocumentTest#test_SequenceEquals 
fayder-restcountries-146970880,fayder.restcountries.v2.CountryServiceTest#getByCurrency
undera-jmeter-plugins-310644016,com.googlecode.jmeter.plugins.webdriver.sampler.gui.WebDriverSamplerGuiTest#shouldImplementJMeterGUIComponent
yamcs-yamcs-218364663,org.yamcs.api.rest.HttpClientTest#test404NotFound 
NitorCreations-nflow-197273853,io.nflow.engine.internal.dao.WorkflowInstanceDaoTest#fakePostgreSQLinsertWorkflowInstance 
tananaev-traccar-85219838,org.traccar.protocol.T55ProtocolDecoderTest#testDecode
SynBioDex-libSBOLj-173341447,org.sbolstandard.core2.ValidationTest#testValidation
dropwizard-dropwizard-396093198,io.dropwizard.logging.TcpSocketAppenderFactoryTest#testBufferingTcpLogging
SonarSource-sonar-xml-463768849,org.sonar.plugins.xml.newparser.NewXmlParserTest#testCdata
yamcs-yamcs-166980116,org.yamcs.PermissionsTest#testPermissionGetParameter 
languagetool-org-languagetool-488522531,org.languagetool.JLanguageToolTest#testTextLevelRuleWithGlobalData
languagetool-org-languagetool-498320932,org.languagetool.rules.en.WordCoherencyRuleTest#testRuleCompleteTexts
apache-incubator-shardingsphere-250416678,com.dangdang.ddframe.rdb.sharding.merger.UnsupportedOperationDerivedColumnResultSetTest#assertGetBinaryStreamForColumnIndex
junkdog-artemis-odb-74488108,com.artemis.io.EntitySerializerTest#read_write_read_entity
apache-jackrabbit-oak-337535542,org.apache.jackrabbit.oak.composite.CompositeNodeStoreTest#closeRepositories
square-okhttp-400993850,okhttp3.CallTest#connectTimeoutsAttemptsAlternateRoute 
graphhopper-graphhopper-221837923,com.graphhopper.RealtimeIT#testSkipDepartureStop
square-okhttp-423182415,okhttp3.CallTest#connectTimeoutsAttemptsAlternateRoute 
graphhopper-graphhopper-210124629,com.yahoo.ycsb.db.ignite.IgniteSqlClientTest#testInsert
apache-incubator-shardingsphere-258496857,com.dangdang.ddframe.rdb.integrate.dbtbl.dynamic.pstatement.DynamicShardingBothForPStatementWithSelectTest#assertSelectInWithSingleTable
Adobe-Consulting-Services-acs-aem-commons-461893214,com.adobe.acs.commons.mcp.impl.processes.asset.FileAssetIngestorTest#testImportAssets
ontop-ontop-475275870,it.unibz.inf.ontop.rdf4j.general.OntopRDF4JInMemoryTest#terminate 
mitreid-connect-OpenID-Connect-Java-Spring-Server-358117230,org.mitre.openid.connect.ClientDetailsEntityJsonProcessorTest#testParse 
square-okhttp-528014967,okhttp3.URLConnectionTest#proxySelectorHttpWithConnectionReuse
IQSS-dataverse-443683466,edu.harvard.iq.dataverse.util.json.JsonPrinterTest#testDatasetContactOutOfBoxNoPrivacy
SynBioDex-libSBOLj-109899408,org.sbolstandard.core2.ValidationTest#test10101
apache-jackrabbit-oak-290323369,org.apache.jackrabbit.oak.plugins.index.lucene.IndexDefinitionTest#nodeTypeIndexed
SonarSource-sonar-php-206563528,org.sonar.plugins.php.phpunit.PhpUnitTestFileReportTest#shouldReportStatusCounts
IQSS-dataverse-402758963,edu.harvard.iq.dataverse.util.json.JsonParserTest#testparseFiles
terasolunaorg-terasoluna-tourreservation-480253135,org.terasoluna.tourreservation.tourreserve.selenium.LogInReservUpdateTest#testLogInTourSearchRegist
apache-incubator-shardingsphere-259221978,com.dangdang.ddframe.rdb.sharding.jdbc.adapter.PreparedStatementAdapterTest#assertSetTimestamp
languagetool-org-languagetool-546883807,org.languagetool.openoffice.MainTest#testCleanFootnotes
SonarSource-sonar-java-295864289,org.sonar.java.se.ExplodedGraphWalkerTest#reproducer
SynBioDex-libSBOLj-88851754,org.sbolstandard.core2.SBOLDocumentTest#test_SequenceEquals 
graphhopper-graphhopper-136464635,com.graphhopper.tools.QueryTortureTest#testGetQuery
SonarSource-sonar-java-297969404,org.sonar.java.bytecode.se.MethodLookupTest#lookup_method_from_superclass 
